imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
15821,1993,111,tt0107478,"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.","['English', 'Japanese']",1993-05-28,Made in America,5.1,"['USA', 'France']"
23155,1993,107,tt0107497,"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.","['English', 'French']",1993-10-01,Malice,6.4,"['Canada', 'USA']"
27949,1993,115,tt0107501,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,['English'],1993-08-25,The Man Without a Face,6.7,['USA']
40736,1993,104,tt0107507,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,['English'],1993-08-18,Manhattan Murder Mystery,7.3,['USA']
52807,1993,97,tt0107554,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,['English'],1993-05-26,Menace II Society,7.5,['USA']
51418,1996,133,tt0116253,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.","['English', 'Arabic']",1996-03-15,Executive Decision,6.4,['USA']
18834,1976,109,tt0074102,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",['Japanese'],1977-04-01,In the Realm of the Senses,6.6,"['Japan', 'France']"
1146,1994,91,tt0111689,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment.",['English'],1994-09-09,What Happened Was...,7.2,['USA']
45701,1993,111,tt0107616,"Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.",['English'],1993-07-02,Much Ado About Nothing,7.3,"['UK', 'USA']"
3152,1993,98,tt0107613,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",['English'],1993-10-15,Mr. Wonderful,5.9,['USA']
248958,1993,125,tt0107614,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",['English'],1993-11-24,Mrs. Doubtfire,7.0,['USA']
35300,1993,132,tt0107653,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",['English'],1994-02-04,Naked,7.8,['UK']
27552,1994,107,tt0110657,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,['English'],1994-09-09,The Next Karate Kid,4.5,['USA']
18699,1994,118,tt0110678,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,['English'],1994-04-29,No Escape,6.1,['USA']
13311,1994,87,tt0110687,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",['English'],1994-07-22,North,4.5,['USA']
14981,1992,94,tt0107756,"After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world.","['English', 'French']",1993-06-09,Orlando,7.2,"['UK', 'Russia', 'Italy', 'France', 'Netherlands']"
75107,1993,138,tt0107808,"Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood).",['English'],1993-11-24,A Perfect World,7.6,['USA']
227133,1993,125,tt0107818,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",['English'],1994-01-14,Philadelphia,7.7,['USA']
79907,1993,121,tt0107822,"In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.","['English', 'British Sign Language', 'Maori']",1994-02-11,The Piano,7.6,"['New Zealand', 'Australia', 'France', 'USA']"
13115,1993,109,tt0107840,"In this movie, we see the world through the eyes of main character Justice (Janet Jackson), a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",['English'],1993-07-23,Poetic Justice,6.1,['USA']
9447,1993,112,tt0107889,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.","['English', 'German']",1993-09-24,The Program,6.5,['USA']
8449,1994,109,tt0111003,"The Earth is invaded by stingray-shaped alien ""slugs"" that ride on people's backs and control their minds.",['English'],1994-10-21,The Puppet Masters,5.9,['USA']
3383,1994,108,tt0110939,A series of mysterious crimes confuses existence of a radio network.,['English'],1994-10-21,Radioland Murders,6.2,['USA']
23542,1994,96,tt0110955,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",['English'],1994-03-11,The Ref,6.9,['USA']
67558,1993,134,tt0107943,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,"['English', 'French', 'German']",1993-11-19,The Remains of the Day,7.8,"['USA', 'UK']"
16858,1994,128,tt0110971,A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.,['English'],1994-06-03,Renaissance Man,6.2,['USA']
42975,1993,129,tt0107969,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.","['English', 'Japanese']",1993-07-30,Rising Sun,6.3,['USA']
11634,1994,118,tt0111001,"A story about the ins and outs of one unusual health facility in the early twentieth century, run by the eccentric Dr. John Harvey Kellogg.",['English'],1994-10-28,The Road to Wellville,5.9,['USA']
46367,1993,104,tt0107978,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.","['English', 'Japanese']",1993-11-05,RoboCop 3,4.1,['USA']
117471,1993,104,tt0107977,"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",['English'],1993-07-28,Robin Hood: Men in Tights,6.7,"['France', 'USA']"
13235,1993,110,tt0107983,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.",['English'],1994-02-04,Romeo Is Bleeding,6.6,"['UK', 'USA']"
37688,1992,94,tt0105275,A group of skinheads become alarmed at the way their neighbourhood is changing.,"['English', 'Vietnamese', 'German', 'Japanese']",1992-11-12,Romper Stomper,6.8,['Australia']
2382,1993,114,tt0108000,A young woman struggles for independence and identity in a small Florida tourist town.,['English'],1993-11-05,Ruby in Paradise,7.0,['USA']
57709,1993,114,tt0108002,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,"['English', 'Spanish']",1993-10-22,Rudy,7.5,['USA']
2190,1992,126,tt0105032,A bitter story of a young man's crisis.,"['French', 'Spanish']",1994-02-25,Savage Nights,7.0,"['France', 'Italy']"
1229542,1993,195,tt0108052,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","['English', 'Hebrew', 'German', 'Polish', 'Latin']",1994-02-04,Schindler's List,8.9,['USA']
5991,1994,101,tt0111094,The story of a baseball scout who discovers a talented but troubled baseball player.,['English'],1994-09-30,The Scout,5.4,"['USA', 'Mexico']"
35500,1993,109,tt0108065,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,['English'],1993-08-11,Searching for Bobby Fischer,7.4,['USA']
37568,1993,101,tt0108071,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.",['English'],1993-08-13,The Secret Garden,7.3,"['UK', 'USA']"
27387,1994,95,tt0111127,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",['English'],1994-04-13,Serial Mom,6.8,['USA']
23660,1994,108,tt0111143,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",['English'],1994-07-01,The Shadow,6.1,['USA']
17559,1993,131,tt0108101,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",['English'],1994-01-14,Shadowlands,7.3,['UK']
42700,1993,188,tt0108122,The day-to-day lives of several suburban Los Angeles residents.,['English'],1993-10-01,Short Cuts,7.7,['USA']
5134,1994,106,tt0111194,"His life was emotionally closed off from the world, until an orphaned baby showed up at his house.",['English'],1994-09-02,A Simple Twist of Fate,6.4,['USA']
10154,1994,98,tt0111201,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",['English'],1994-03-25,Sirens,5.8,"['Australia', 'UK']"
19786,1993,112,tt0108149,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.","['English', 'Italian']",1993-12-08,Six Degrees of Separation,6.8,['USA']
162792,1993,105,tt0108160,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,['English'],1993-06-25,Sleepless in Seattle,6.8,['USA']
29519,1993,107,tt0108162,"A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",['English'],1993-05-21,Sliver,5.1,['USA']
701986,1982,117,tt0083658,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.","['English', 'German', 'Cantonese', 'Japanese', 'Hungarian', 'Arabic', 'Korean']",1982-06-25,Blade Runner,8.1,['USA']
17597,1993,95,tt0108186,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",['English'],1993-07-02,Son in Law,5.9,['USA']
34085,1993,93,tt0108174,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,"['English', 'Russian']",1993-07-30,So I Married an Axe Murderer,6.5,['USA']
40542,1993,102,tt0108238,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",['English'],1993-09-17,Striking Distance,5.9,['USA']
49358,1993,104,tt0108255,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",['English'],1993-05-28,Super Mario Bros.,4.1,"['UK', 'USA', 'Japan', 'France']"
10673,1994,96,tt0111323,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",['English'],1994-04-15,Surviving the Game,6.3,['USA']
12957,1994,102,tt0111400,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,['English'],1994-09-23,Terminal Velocity,5.5,"['USA', 'Canada', 'Japan']"
3558,1993,98,tt0108328,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.","['English', 'French']",1993-11-26,Thirty Two Short Films About Glenn Gould,7.4,"['Canada', 'Netherlands', 'Portugal', 'Finland']"
12625,1994,93,tt0111418,"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",['English'],1994-04-08,Threesome,6.3,['USA']
302730,1993,76,tt0107688,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",['English'],1993-10-29,The Nightmare Before Christmas,8.0,['USA']
51254,1993,105,tt0108333,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",['English'],1993-11-12,The Three Musketeers,6.4,"['Austria', 'UK', 'USA']"
129334,1993,130,tt0108358,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","['Spanish', 'English', 'Latin']",1993-12-25,Tombstone,7.8,['USA']
209258,1993,119,tt0108399,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.","['English', 'Italian']",1993-09-10,True Romance,7.9,"['USA', 'France']"
3930,1993,96,tt0108515,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.,['English'],1994-01-01,The War Room,7.4,['USA']
21464,1994,80,tt0110763,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.",['English'],1994-11-23,The Pagemaster,6.1,['USA']
32134,1995,88,tt0114906,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",['English'],1996-05-24,Welcome to the Dollhouse,7.4,['USA']
4836,1993,160,tt0107002,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",['French'],1994-03-31,Germinal,7.1,"['France', 'Belgium', 'Italy']"
5877,1994,102,tt0109403,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,['English'],1994-04-22,Chasers,5.2,['USA']
12584,1993,114,tt0107315,"Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?",['Spanish'],1994-05-06,Kika,6.5,"['Spain', 'France']"
1046,1993,101,tt0106408,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.","['English', 'Punjabi']",1994-05-01,Bhaji on the Beach,6.3,['UK']
9943,1994,119,tt0110363,A young boy is bequeathed the ownership of a professional baseball team.,['English'],1994-06-29,Little Big League,6.1,['USA']
1920,1992,100,tt0107225,A teacher must deal with the underworld of Naples and the family problems of his students.,"['Neapolitan', 'Italian']",1994-07-15,"Ciao, Professore!",6.9,['Italy']
5995,1994,100,tt0111252,"A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him.",['English'],1994-07-15,Spanking the Monkey,6.2,['USA']
6442,1994,94,tt0109120,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",['English'],1994-08-17,Andre,5.7,['USA']
833,1993,96,tt0108059,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.",['Italian'],1994-07-08,La scorta,6.6,['Italy']
2512,1994,97,tt0110892,"A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess",['English'],1994-09-16,Princess Caraboo,6.0,['UK']
6167,1995,102,tt0112651,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,['English'],1996-03-15,The Celluloid Closet,7.8,"['France', 'UK', 'Germany', 'USA']"
7295,1993,100,tt0109382,Director Nanni Moretti takes a mordant look at Italian life through three antological vignettes presented as the chapters of an open diary.,"['Italian', 'English', 'Mandarin']",1994-09-30,Dear Diary,7.3,"['Italy', 'France']"
20884,1995,90,tt0112572,"The original 70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",['English'],1995-02-17,The Brady Bunch Movie,6.0,['USA']
494710,1990,103,tt0099785,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,['English'],1990-11-16,Home Alone,7.6,['USA']
199965,1990,127,tt0099653,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",['English'],1990-07-13,Ghost,7.1,['USA']
377777,1992,90,tt0103639,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,['English'],1992-11-25,Aladdin,8.0,['USA']
1005569,1991,137,tt0103064,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.","['English', 'Spanish']",1991-07-03,Terminator 2: Judgment Day,8.5,['USA']
243906,1990,181,tt0099348,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.","['English', 'Sioux', 'Pawnee']",1990-11-21,Dances with Wolves,8.0,"['USA', 'UK']"
341922,1989,126,tt0096895,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.","['English', 'French', 'Spanish']",1989-06-23,Batman,7.5,"['USA', 'UK']"
1290523,1991,118,tt0102926,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","['English', 'Latin']",1991-02-14,The Silence of the Lambs,8.6,['USA']
183774,1937,83,tt0029583,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",['English'],1938-02-04,Snow White and the Seven Dwarfs,7.6,['USA']
420109,1991,84,tt0101414,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"['English', 'French']",1991-11-22,Beauty and the Beast,8.0,['USA']
133473,1940,88,tt0032910,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",['English'],1940-02-23,Pinocchio,7.4,['USA']
294466,1990,119,tt0100405,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",['English'],1990-03-23,Pretty Woman,7.0,['USA']
78172,1969,135,tt0065214,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","['English', 'Spanish', 'German']",1969-06-19,The Wild Bunch,7.9,['USA']
4033,1994,101,tt0110395,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.",['English'],1994-11-23,Love and a .45,6.1,['USA']
416,1994,60,tt0109934,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",['English'],1995-02-24,A Great Day in Harlem,7.4,['USA']
43551,1996,108,tt0117247,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.","['English', 'Spanish']",1996-12-20,One Fine Day,6.5,['USA']
10744,1995,95,tt0112625,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,['English'],1995-03-17,Candyman: Farewell to the Flesh,5.3,"['USA', 'UK']"
625363,1996,98,tt0116282,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,['English'],1996-04-05,Fargo,8.1,"['USA', 'UK']"
13937,1996,88,tt0116552,"When adventurous pets Chance, Shadow and Sassy are accidentally separated from their vacationing owners, they're left to fend for themselves on the mean streets of San Francisco, in search for the ""golden bridge"" that will take them home.",['English'],1996-03-08,Homeward Bound II: Lost in San Francisco,6.0,['USA']
32216,1981,86,tt0082509,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",['English'],1981-08-07,Heavy Metal,6.7,"['Canada', 'UK']"
19542,1996,85,tt0116514,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",['English'],1996-03-08,Hellraiser: Bloodline,5.2,"['USA', 'UK']"
7006,1996,98,tt0117283,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",['English'],1996-05-03,The Pallbearer,4.9,['USA']
9144,1996,112,tt0116684,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks ...","['English', 'French']",1996-04-12,Jane Eyre,6.8,"['France', 'Italy', 'UK', 'USA']"
1662,1974,100,tt0070506,Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.,"['Italian', 'German', 'English', 'French', 'Greek', 'Spanish']",1974-01-18,Bread and Chocolate,7.5,['Italy']
95345,1970,78,tt0065421,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",['English'],1970-12-24,The Aristocats,7.1,['USA']
10575,1995,103,tt0113083,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.","['Spanish', 'French']",1996-03-08,The Flower of My Secret,7.0,"['Spain', 'France']"
5357,1995,118,tt0118001,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,['English'],1996-03-15,Two Much,5.4,"['Spain', 'USA']"
8139,1996,94,tt0116165,A trained chimpanzee plays third base for a minor-league baseball team.,['English'],1996-03-15,Ed,2.7,['USA']
4576,1996,108,tt0117891,A Fast Paced Woman-zing Club Promoter next in line to take over gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart. A,['English'],1996-04-03,A Thin Line Between Love and Hate,5.7,['USA']
14175,1995,92,tt0113613,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",['English'],1996-04-05,The Last Supper,6.7,['USA']
192681,1996,129,tt0117381,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","['English', 'Spanish']",1996-04-03,Primal Fear,7.7,['USA']
5597,1996,82,tt0115509,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",['English'],1996-03-29,All Dogs Go to Heaven 2,5.6,"['USA', 'Ireland']"
10596,1995,109,tt0114671,David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,"['English', 'Spanish', 'Catalan']",1996-03-22,Land and Freedom,7.6,"['UK', 'Spain', 'Germany', 'Italy', 'France']"
1200,1995,80,tt0112844,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by ...",['English'],1996-03-29,Denise Calls Up,6.6,['USA']
4251,1995,92,tt0114658,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",['English'],1997-10-10,Theodore Rex,2.5,['USA']
3347,1996,109,tt0116275,"Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining ...",['English'],1996-03-29,A Family Thing,7.0,['USA']
625,1995,88,tt0113122,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose ...",['English'],1996-03-22,Frisk,5.0,['USA']
21575,1996,93,tt0117608,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",['English'],1996-03-29,Sgt. Bilko,5.9,['USA']
5025,1995,110,tt0113448,A young American woman becomes a nanny in the home of a recent British widower.,['English'],1996-03-22,Jack & Sarah,6.7,"['UK', 'France']"
5885,1996,108,tt0116414,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,['English'],1996-03-22,Girl 6,5.2,['USA']
13535,1996,107,tt0116095,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,"['English', 'Spanish']",1996-03-22,Diabolique,5.5,['USA']
4221,1995,106,tt0113947,"When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.",['French'],1996-06-21,Nelly & Monsieur Arnaud,7.3,"['France', 'Italy', 'Germany']"
50929,1996,116,tt0115956,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","['English', 'Arabic']",1996-07-12,Courage Under Fire,6.6,['USA']
392141,1996,110,tt0117060,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","['English', 'French', 'Czech']",1996-05-22,Mission: Impossible,7.2,['USA']
1727,1995,83,tt0109028,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,"['English', 'Icelandic', 'Japanese', 'German']",1996-04-05,Cold Fever,7.0,"['USA', 'Japan', 'Iceland', 'Denmark', 'Germany']"
4033,1996,123,tt0117071,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive Priest lead Moll to rebel as a teenager, ...",['English'],1996-06-14,Moll Flanders,6.5,['USA']
91845,1996,103,tt0116136,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",['English'],1996-05-31,DragonHeart,6.5,['USA']
9298,1996,100,tt0116168,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?","['English', 'Russian']",1996-05-31,Eddie,5.2,['USA']
60957,1996,79,tt0116683,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",['English'],1996-04-12,James and the Giant Peach,6.7,"['UK', 'USA']"
42999,1996,97,tt0116287,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",['English'],1996-04-12,Fear,6.3,"['USA', 'Canada']"
8240,1996,89,tt0116768,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",['English'],1996-04-19,Kids in the Hall: Brain Candy,7.0,"['Canada', 'USA']"
55689,1995,167,tt0114787,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.","['Serbian', 'German', 'French', 'English', 'Russian']",1997-06-20,Underground,8.1,"['Federal Republic of Yugoslavia', 'France', 'Germany', 'Bulgaria', 'Czech Republic', 'Hungary', 'UK', 'USA']"
2896,1996,90,tt0112536,"A talented street fighter ends up in a torturous prison camp - where he meets Sun, who teaches him humility, self-respect, and the deadliest fighting discipline: The Iron Hand. He promises Sun upon his release, he will fight in The Kumite.",['English'],1996-03-01,Bloodsport 2,4.8,['USA']
24146,1955,125,tt0048473,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",['Bengali'],1955-08-26,Pather Panchali,8.6,['India']
12374,1959,105,tt0052572,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,['Bengali'],1960-10-04,The World of Apu,8.5,['India']
17746,1996,73,tt0117128,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,['English'],1996-04-19,Mystery Science Theater 3000: the Movie,7.3,['USA']
167206,1996,88,tt0117705,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",['English'],1996-11-15,Space Jam,6.5,['USA']
32844,1968,98,tt0062711,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.","['English', 'French']",1968-10-10,Barbarella,5.9,"['France', 'Italy']"
1647,1994,25,tt0108181,"Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some...",['English'],1999-11-23,Some Folks Call It a Sling Blade,7.6,['USA']
376,1995,109,tt0114307,"In a small village on the border of Northern Ireland and The Republic of Ireland, the relationship between a short tempered policeman and his rebellious son becomes even more strenuous when the young man falls for a ""wrong"" girl.",['English'],1995-09-22,The Run of the Country,6.3,"['Ireland', 'USA']"
23350,1965,99,tt0058898,A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.,"['French', 'English']",1965-05-05,Alphaville,7.1,"['France', 'Italy']"
