idx,imdb_id,director
851,tt0104036,Neil Jordan
852,tt0104348,James Foley
853,tt0115885,Greg Spence
854,tt0102336,Erik Burke
855,tt0117040,Claude Nuridsany
856,tt0117040,Marie Pérennou
857,tt0117284,Alan Taylor
858,tt0116378,Abel Ferrara
859,tt0113057,Benoît Jacquot
860,tt0116581,Jaco Van Dormael
861,tt0112907,Peter Cohn
862,tt0117318,Milos Forman
863,tt0116422,Rich Wilkes
864,tt0117320,R.J. Cutler
865,tt0117320,David Van Taylor
866,tt0101775,Ate de Jong
867,tt0116587,Rick Castro
868,tt0116587,Bruce La Bruce
869,tt0116212,Michael Ray Rhodes
870,tt0116886,Susan Warms Dryfoos
871,tt0118147,Leon Gast
872,tt0108598,Nick Park
873,tt0109781,Jan Svankmajer
874,tt0110521,Martine Dugowson
875,tt0116059,Garry Marshall
876,tt0112483,Phillip Rhee
877,tt0103850,Tim Robbins
878,tt0101700,Marc Caro
879,tt0101700,Jean-Pierre Jeunet
880,tt0101765,Krzysztof Kieslowski
881,tt0101811,Mike Newell
882,tt0102014,Peter Chelsom
883,tt0116209,Anthony Minghella
884,tt0102426,Gabriele Salvatores
885,tt0105107,John Sayles
886,tt0105488,Baz Luhrmann
887,tt0101026,Pedro Almodóvar
888,tt0102370,Alek Keshishian
889,tt0100332,Jennie Livingston
890,tt0082971,Steven Spielberg
891,tt0088846,Terry Gilliam
892,tt0090605,James Cameron
893,tt0060196,Sergio Leone
894,tt0094336,Bruce Robinson
895,tt0050083,Sidney Lumet
896,tt0056172,David Lean
897,tt0066921,Stanley Kubrick
898,tt0056592,Robert Mulligan
899,tt0078788,Francis Ford Coppola
900,tt0064116,Sergio Leone
901,tt0086190,Richard Marquand
902,tt0093191,Wim Wenders
903,tt0041959,Carol Reed
904,tt0099685,Martin Scorsese
905,tt0078748,Ridley Scott
906,tt0106308,Sam Raimi
907,tt0095250,Luc Besson
908,tt0089881,Akira Kurosawa
909,tt0097202,John Woo
910,tt0054215,Alfred Hitchcock
911,tt0080455,John Landis
912,tt0071562,Francis Ford Coppola
913,tt0093058,Stanley Kubrick
914,tt0104361,Nick Park
915,tt0097499,Kenneth Branagh
916,tt0086879,Milos Forman
917,tt0045061,John Ford
918,tt0087843,Sergio Leone
919,tt0081398,Martin Scorsese
920,tt0075686,Woody Allen
921,tt0086197,Philip Kaufman
922,tt0079944,Andrei Tarkovsky
923,tt0082096,Wolfgang Petersen
924,tt0070735,George Roy Hill
925,tt0067185,Hal Ashby
926,tt0103130,Hal Hartley
927,tt0050976,Ingmar Bergman
928,tt0085859,Bill Forsyth
929,tt0088247,James Cameron
930,tt0103873,Peter Jackson
931,tt0097441,Edward Zwick
932,tt0100519,Tom Stoppard
933,tt0079522,Woody Allen
934,tt0100150,Joel Coen
935,tt0100150,Ethan Coen
936,tt0097165,Peter Weir
937,tt0061722,Mike Nichols
938,tt0052311,Orson Welles
939,tt0100263,Luc Besson
940,tt0050212,David Lean
941,tt0056801,Federico Fellini
942,tt0071315,Roman Polanski
943,tt0043456,Robert Wise
944,tt0040897,John Huston
945,tt0092610,Peter Jackson
946,tt0023969,Leo McCarey
947,tt0088794,Savage Steve Holland
948,tt0081505,Stanley Kubrick
949,tt0092005,Rob Reiner
950,tt0022100,Fritz Lang
951,tt0092991,Sam Raimi
952,tt0057115,John Sturges
953,tt0077416,Michael Cimino
954,tt0082269,Jean-Jacques Beineix
955,tt0107048,Harold Ramis
956,tt0105695,Clint Eastwood
957,tt0056218,John Frankenheimer
958,tt0100436,Allan Moyle
959,tt0036613,Frank Capra
960,tt0088763,Robert Zemeckis
961,tt0101921,Jon Avnet
962,tt0066206,Franklin J. Schaffner
963,tt0090967,Jim Jarmusch
964,tt0094625,Katsuhiro Ôtomo
965,tt0091203,Russell Mulcahy
966,tt0061512,Stuart Rosenberg
967,tt0099334,Jean-Paul Rappeneau
968,tt0072431,Mel Brooks
969,tt0102536,Jim Jarmusch
970,tt0101640,Yimou Zhang
971,tt0032553,Charles Chaplin
972,tt0032455,James Algar
973,tt0032455,Samuel Armstrong
974,tt0032455,Ford Beebe Jr.
975,tt0032455,Norman Ferguson
976,tt0032455,David Hand
977,tt0032455,Jim Handley
978,tt0032455,T. Hee
979,tt0032455,Wilfred Jackson
980,tt0032455,Hamilton Luske
981,tt0032455,Bill Roberts
982,tt0032455,Paul Satterfield
983,tt0032455,Ben Sharpsteen
984,tt0044706,Fred Zinnemann
985,tt0038355,Howard Hawks
986,tt0097493,Michael Lehmann
987,tt0081534,Jeannot Szwarc
988,tt0052618,William Wyler
989,tt0088258,Rob Reiner
990,tt0085809,Godfrey Reggio
991,tt0094006,Howard Deutch
992,tt0097576,Steven Spielberg
993,tt0078841,Hal Ashby
994,tt0083987,Richard Attenborough
995,tt0096332,Philip Kaufman
996,tt0091867,James Ivory
997,tt0089886,Martha Coolidge
998,tt0084503,Alan Parker
999,tt0087553,Roland Joffé
1000,tt0089606,Lasse Hallström
1001,tt0049223,Fred M. Wilcox
1002,tt0097351,Phil Alden Robinson
1003,tt0073341,John Huston
1004,tt0064115,George Roy Hill
1005,tt0087884,Wim Wenders
1006,tt0101458,Wim Wenders
1007,tt0098635,Rob Reiner
1008,tt0116589,Doug Pray
1009,tt0116293,Susan Streitfeld
1010,tt0112537,Carl Prechezer
1011,tt0103644,David Fincher
1012,tt0082010,John Landis
1013,tt0103678,Tony Randel
1014,tt0085159,Richard Fleischer
1015,tt0115535,Steve White
1016,tt0106262,John Murlowski
1017,tt0083550,Damiano Damiani
1018,tt0078767,Stuart Rosenberg
1019,tt0099030,Tom Berry
1020,tt0071233,Paul Morrissey
1021,tt0090655,Fred Walton
1022,tt0075704,Robert Wise
1023,tt0092632,John Schlesinger
1024,tt0056869,Alfred Hitchcock
1025,tt0051418,Irvin S. Yeaworth Jr.
1026,tt0051418,Russell S. Doughten Jr.
1027,tt0082083,Jeffrey Bloom
1028,tt0101492,Eric Red
1029,tt0037549,Robert Wise
1030,tt0103874,Francis Ford Coppola
1031,tt0026138,James Whale
1032,tt0074258,Dan Curtis
1033,tt0103919,Bernard Rose
1034,tt0101540,Martin Scorsese
1035,tt0055824,J. Lee Thompson
1036,tt0074285,Brian De Palma
1037,tt0083722,Paul Schrader
1038,tt0087800,Wes Craven
1039,tt0013442,F.W. Murnau
1040,tt0091651,Augusto Caminito
1041,tt0091651,Klaus Kinski
1042,tt0091651,Maurizio Lucidi
1043,tt0091651,Luigi Cozzi(co-director)
1044,tt0075005,Richard Donner
1045,tt0115710,Bob Rafelson
1046,tt0115495,Kevin Spacey
1047,tt0117057,Barbra Streisand
1048,tt0115751,Lars von Trier
1049,tt0119791,Ole Bornedal
1050,tt0117731,Jonathan Frakes
1051,tt0117631,Scott Hicks
1052,tt0117666,Billy Bob Thornton
1053,tt0116705,Brian Levant
1054,tt0117293,Joe Berlinger
1055,tt0117293,Bruce Sinofsky
1056,tt0117372,Penny Marshall
1057,tt0117477,Patrice Leconte
1058,tt0115988,Nicholas Hytner
1059,tt0115433,Stephen Herek
1060,tt0099423,Renny Harlin
1061,tt0079945,Robert Wise
1062,tt0102975,Nicholas Meyer
1063,tt0098382,William Shatner
1064,tt0084726,Nicholas Meyer
1065,tt0088170,Leonard Nimoy
1066,tt0092007,Leonard Nimoy
1067,tt0103776,Tim Burton
1068,tt0096487,Christopher Cain
1069,tt0100994,Geoff Murphy
1070,tt0077631,Randal Kleiser
1071,tt0084021,Patricia Birch
1072,tt0100114,Dwight H. Little
1073,tt0105690,Andrew Davis
1074,tt0073195,Steven Spielberg
1075,tt0077766,Jeannot Szwarc
1076,tt0085750,Joe Alves
1077,tt0117119,Peter Segal
1078,tt0116996,Tim Burton
1079,tt0115906,Alexander Payne
1080,tt0116695,Cameron Crowe
1081,tt0093822,Joel Coen
1082,tt0093822,Ethan Coen
1083,tt0094155,Barry Levinson
1084,tt0105435,Phil Alden Robinson
1085,tt0115633,Anjelica Huston
1086,tt0116621,Richard Attenborough
1087,tt0116999,Jerry Zaks
1088,tt0116410,Rob Reiner
1089,tt0115641,Mike Judge
1090,tt0115641,Mike de Seve
1091,tt0115641,Brian Mulroney
1092,tt0115641,Yvette Kaplan
1093,tt0112769,Claude Chabrol
1094,tt0117571,Wes Craven
1095,tt0104691,Michael Mann
1096,tt0117038,Nora Ephron
1097,tt0116477,Kenneth Branagh
1098,tt0117690,Terry George
1099,tt0118163,Dan Ireland
1100,tt0117091,Albert Brooks
1101,tt0118100,André Téchiné
1102,tt0116250,Alan Parker
1103,tt0117364,Jane Campion
1104,tt0067959,Nicolas Roeg
1105,tt0119731,Dwight H. Little
1106,tt0116506,Ralph Ziman
1107,tt0119115,Fred Schepisi
1108,tt0119115,Robert Young
1109,tt0120550,George Miller
1110,tt0120390,Robert Butler
1111,tt0112362,Michael Rymer
1112,tt0116704,Stanley Tong
1113,tt0120414,Roger Christian
1114,tt0118708,Dennis Dugan
1115,tt0119664,Thomas Carter
1116,tt0106535,Andrew Birkin
1117,tt0118928,Roger Donaldson
1118,tt0119644,Peter Baldwin
1119,tt0106266,E. Max Frye
1120,tt0106387,Jeremiah S. Chechik
1121,tt0119937,Steve James
1122,tt0119640,Bryan Spicer
1123,tt0116790,Jan Sverák
1124,tt0119225,Vondie Curtis-Hall
1125,tt0118111,Christopher Guest
1126,tt0118691,Ken Kwapis
1127,tt0120238,Richard Linklater
1128,tt0119887,Paul Miller
1129,tt0119141,Andy Tennant
1130,tt0120357,Paul Schrader
1131,tt0118548,Clint Eastwood
1132,tt0120317,Bob Spiers
1133,tt0120434,Stephen Kessler
1134,tt0116922,David Lynch
1135,tt0120036,John Singleton
1136,tt0119008,Mike Newell
1137,tt0118750,Jeff Pollack
1138,tt0118702,Tamra Davis
1139,tt0119432,John Pasquin
1140,tt0116743,Mira Nair
1141,tt0119951,Betty Thomas
1142,tt0119572,Theodore Witcher
1143,tt0120053,Phillip Noyce
1144,tt0120152,Bille August
1145,tt0115964,David Cronenberg
1146,tt0116041,Greg Mottola
1147,tt0119528,Tom Shadyac
1148,tt0120094,Gregory Nava
1149,tt0118972,Alan J. Pakula
1150,tt0118829,Mark Dindal
1151,tt0118663,Robert Townsend
1152,tt0116931,Emma-Kate Croghan
1153,tt0120389,Shuki Levy
1154,tt0120389,David Winning
1155,tt0118623,Bernard Rose
1156,tt0119013,Hark Tsui
1157,tt0119381,Pat O'Connor
1158,tt0118615,Luis Llosa
1159,tt0119229,George Armitage
1160,tt0116783,Lynne Stopkewich
1161,tt0118541,Tom Schulman
1162,tt0119859,Bruce Beresford
1163,tt0120032,David Mirkin
1164,tt0116295,Kaige Chen
1165,tt0120461,Mick Jackson
1166,tt0115886,Peter Duncan
1167,tt0118655,Jay Roach
1168,tt0118771,Jonathan Mostow
1169,tt0115760,Gregor Nicholas
1170,tt0119109,Ivan Reitman
1171,tt0119116,Luc Besson
1172,tt0119809,Gregg Araki
1173,tt0117398,Jean-Pierre Dardenne
1174,tt0117398,Luc Dardenne
1175,tt0117615,Masayuki Suo
1176,tt0118556,Griffin Dunne
1177,tt0115744,Mark Herman
1178,tt0119567,Steven Spielberg
1179,tt0117359,Jacques Doillon
1180,tt0117561,Steven Soderbergh
1181,tt0120118,Dale Rosenbloom
1182,tt0114303,Clare Peploe
1183,tt0120373,Jonathan Lynn
1184,tt0118787,Caroline Thompson
1185,tt0118880,Simon West
1186,tt0114134,Peter Greenaway
1187,tt0120179,Jan de Bont
1188,tt0118688,Joel Schumacher
1189,tt0120034,Paul Weiland
1190,tt0116502,Jim Wilson
1191,tt0119282,Ron Clements
1192,tt0119282,John Musker
1193,tt0119738,P.J. Hogan
1194,tt0115856,Cédric Klapisch
1195,tt0057345,Jean-Luc Godard
1196,tt0119094,John Woo
1197,tt0119098,Eric Schaeffer
1198,tt0119654,Barry Sonnenfeld
1199,tt0119848,Martha Coolidge
1200,tt0120512,William Dear
1201,tt0120133,Michael Ritchie
1202,tt0118884,Robert Zemeckis
1203,tt0116930,Shirley Barrett
1204,tt0119173,Ridley Scott
1205,tt0082198,John Milius
1206,tt0119190,Sam Weisman
1207,tt0118887,James Mangold
1208,tt0119081,Paul W.S. Anderson
1209,tt0120177,Mark A.Z. Dippé
1210,tt0118570,Charles Martin Smith
1211,tt0119896,Glenn Gordon Caron
1212,tt0119361,Neil LaBute
1213,tt0118818,Mike Leigh
1214,tt0118883,Richard Donner
1215,tt0118966,Barbet Schroeder
1216,tt0120207,Kenneth Johnson
1217,tt0120112,Nick Cassavetes
1218,tt0119311,Bill Duke
1219,tt0119509,Andy Cadiff
1220,tt0119675,Guillermo del Toro
1221,tt0119695,Brett Ratner
1222,tt0119086,Marco Brambilla
1223,tt0119484,John Nicolella
1224,tt0118571,Wolfgang Petersen
1225,tt0118531,Kevin Reynolds
1226,tt0099810,John McTiernan
1227,tt0102494,Gus Van Sant
1228,tt0119465,Tony Vitale
1229,tt0120197,Miguel Arteta
1230,tt0119360,Frank Oz
1231,tt0119051,Lee Tamahori
1232,tt0119874,Mimi Leder
1233,tt0119488,Curtis Hanson
1234,tt0120102,Jean-Jacques Annaud
1235,tt0119468,Gary Fleder
1236,tt0120169,George Tillman Jr.
1237,tt0120524,Robert Kurtzman
1238,tt0120323,Jocelyn Moorhouse
1239,tt0119174,David Fincher
1240,tt0119123,Félix Enríquez Alcalá
1241,tt0120399,Oliver Stone
1242,tt0119632,Mark Joffe
1243,tt0118647,Christian Duguay
1244,tt0120402,Victor Nunez
1245,tt0119349,Ang Lee
1246,tt0118842,Kevin Smith
1247,tt0119164,Peter Cattaneo
1248,tt0116631,Nancy Meckler
1249,tt0119280,John Madden
1250,tt0119345,Jim Gillespie
1251,tt0118971,Taylor Hackford
1252,tt0120029,Stuart Gillard
1253,tt0119906,Andy Wilson
1254,tt0119324,Mark Waters
1255,tt0119107,Errol Morris
1256,tt0120481,Agnieszka Holland
1257,tt0120539,Jim Jarmusch
1258,tt0119177,Andrew Niccol
1259,tt0119095,Charles Sturridge
1260,tt0119891,Joe Chappelle
1261,tt0120257,Beeban Kidron
1262,tt0119535,Danny Boyle
1263,tt0119338,Morgan J. Freeman
1264,tt0119080,Kasi Lemmons
1265,tt0119210,Jeb Stuart
1266,tt0118900,Jim Kouf
1267,tt0083131,Ivan Reitman
1268,tt0118689,Mel Smith
1269,tt0119592,Costa-Gavras
1270,tt0120490,Michael Winterbottom
1271,tt0119527,Jonas Pate
1272,tt0119527,Josh Pate
1273,tt0119978,Francis Ford Coppola
1274,tt0118749,Paul Thomas Anderson
1275,tt0090329,Peter Weir
1276,tt0119365,John Badham
1277,tt0120201,Paul Verhoeven
1278,tt0118901,Sidney Lumet
1279,tt0107282,Wayne Wang
1280,tt0118836,Alex Zamm
1281,tt0120148,Peter Howitt
1282,tt0119707,John R. Leonetti
1283,tt0120382,Peter Weir
1284,tt0120520,Iain Softley
1285,tt0119723,Marleen Gorris
1286,tt0116592,Billy Hopkins
1287,tt0119994,Jon Avnet
1288,tt0119395,Michael Caton-Jones
1289,tt0118617,Don Bluth
1290,tt0118617,Gary Goldman
1291,tt0120483,Jon Amiel
1292,tt0118583,Jean-Pierre Jeunet
1293,tt0118607,Steven Spielberg
1294,tt0118632,Robert Duvall
1295,tt0123385,Agnès Merlet
1296,tt0118698,Sean Mathias
1297,tt0118804,Neil Jordan
1298,tt0118954,Woody Allen
1299,tt0119137,Les Mayfield
1300,tt0119142,Bryan Spicer
1301,tt0119217,Gus Van Sant
1302,tt0119303,Raja Gosnell
1303,tt0119668,Clint Eastwood
1304,tt0119715,Gore Verbinski
1305,tt0120082,Wes Craven
1306,tt0120222,Rodney Gibbons
1307,tt0120255,Atom Egoyan
1308,tt0120338,James Cameron
1309,tt0120347,Roger Spottiswoode
1310,tt0119925,Kevin Costner
1311,tt0119314,Robert Redford
1312,tt0119396,Quentin Tarantino
1313,tt0119485,Martin Scorsese
1314,tt0119718,Stanley Tong
1315,tt0118715,Joel Coen
1316,tt0118715,Ethan Coen
1317,tt0118566,Alan Rudolph
1318,tt0119590,Alain Berliner
1319,tt0119223,Alfonso Cuarón
1320,tt0118539,Sean McNamara
1321,tt0120820,Penelope Spheeris
1322,tt0120885,Barry Levinson
1323,tt0118929,Alex Proyas
1324,tt0120696,Mikael Salomon
1325,tt0120693,Tamra Davis
1326,tt0119099,Gregory Hoblit
1327,tt0120122,Stefan Schwartz
1328,tt0112913,Kar-Wai Wong
1329,tt0119815,Bruno Barreto
1330,tt0120185,Bob Spiers
1331,tt0118956,Stephen Sommers
1332,tt0119734,Charlie Peters
1333,tt0120008,Antoine Fuqua
1334,tt0120594,Michael Radford
1335,tt0119784,Mark Pavia
1336,tt0118747,John Landis
1337,tt0120888,Frank Coraci
1338,tt0120184,Barry Levinson
1339,tt0120782,Volker Schlöndorff
1340,tt0119822,James L. Brooks
1341,tt0099939,Abel Ferrara
1342,tt0119594,Robert Benton
1343,tt0120873,Stuart Baird
1344,tt0120491,Stephan Elliott
1345,tt0119574,Richard Kwietniowski
1346,tt0120661,David Breashears
1347,tt0120661,Stephen Judson
1348,tt0120661,Greg MacGillivray
1349,tt0118744,Jonathan Darby
1350,tt0120241,Peter O'Fallon
1351,tt0120744,Randall Wallace
1352,tt0120769,Richard Linklater
1353,tt0120890,John McNaughton
1354,tt0125454,John Roberts
1355,tt0120642,John N. Smith
1356,tt0119250,Takeshi Kitano
1357,tt0119942,Mike Nichols
1358,tt0120510,M. Night Shyamalan
1359,tt0124179,James Toback
1360,tt0120772,Nicholas Hytner
1361,tt0119305,Stephen Gyllenhaal
1362,tt0119905,Ice Cube
1363,tt0120598,Steve Gomer
1364,tt0124295,Michael Moore
1365,tt0118851,Wayne Wang
1366,tt0120738,Stephen Hopkins
1367,tt0120749,Harold Becker
1368,tt0120176,David Mamet
1369,tt0120632,Brad Silberling
1370,tt0120728,Whit Stillman
1371,tt0120773,Howard Deutch
1372,tt0120765,Michael Lehmann
1373,tt0124718,Spike Lee
1374,tt0119196,Robert Altman
1375,tt0118819,Pedro Almodóvar
1376,tt0120906,Jake Kasdan
1377,tt0118755,Peter Hewitt
1378,tt0120725,Todd Holland
1379,tt0138563,Nick Broomfield
1380,tt0119987,Tom DiCillo
1381,tt0117786,Sammo Kam-Bo Hung
1382,tt0120265,Abbas Kiarostami
1383,tt0119448,Mike van Diem
1384,tt0120841,Peter Medak
1385,tt0120742,John Warren
1386,tt0120609,Kirk Wong
1387,tt0120856,Carl Schenkel
1388,tt0118925,Tim McCanlies
1389,tt0119683,Bille August
1390,tt0118866,Jill Sprecher
1391,tt0120647,Mimi Leder
1392,tt0120800,Frederik Du Chau
1393,tt0120685,Roland Emmerich
1394,tt0118798,Warren Beatty
1395,tt0120669,Terry Gilliam
1396,tt0120777,Don Roos
1397,tt0119053,Christopher Guest
1398,tt0119313,Forest Whitaker
1399,tt0119375,Erik Skjoldbjærg
1400,tt0120401,Scott Reynolds
1401,tt0120787,Andrew Davis
1402,tt0116692,Caroline Link
1403,tt0120828,Ivan Reitman
1404,tt0127723,Harry Elfont
1405,tt0127723,Deborah Kaplan
1406,tt0139362,Lisa Cholodenko
1407,tt0118849,Majid Majidi
1408,tt0116141,Tiffanie DeBartolo
1409,tt0122529,Hal Hartley
1410,tt0119717,Noah Baumbach
1411,tt0120762,Tony Bancroft
1412,tt0120762,Barry Cook
1413,tt0120902,Rob Bowman
1414,tt0126344,Paddy Breathnach
1415,tt0118998,Betty Thomas
1416,tt0120780,Steven Soderbergh
1417,tt0073540,Peter Weir
1418,tt0120321,Chris Eyre
1419,tt0118789,Vincent Gallo
1420,tt0120591,Michael Bay
1421,tt0122151,Richard Donner
1422,tt0123987,Daisy von Scherler Mayer
1423,tt0122718,Joe Dante
1424,tt0138704,Darren Aronofsky
1425,tt0140688,Susan Skoog
1426,tt0129387,Bobby Farrelly
1427,tt0129387,Peter Farrelly
1428,tt0052077,Edward D. Wood Jr.
1429,tt0019729,Harry Beaumont
1430,tt0020629,Lewis Milestone
1431,tt0021746,Wesley Ruggles
1432,tt0022958,Edmund Goulding
1433,tt0026752,Frank Lloyd
1434,tt0027698,Robert Z. Leonard
1435,tt0029146,William Dieterle
1436,tt0030993,Frank Capra
1437,tt0035093,William Wyler
1438,tt0036872,Leo McCarey
1439,tt0037884,Billy Wilder
1440,tt0036868,William Wyler
1441,tt0039416,Elia Kazan
1442,tt0040416,Laurence Olivier
1443,tt0041113,Robert Rossen
1444,tt0045793,Fred Zinnemann
1445,tt0047296,Elia Kazan
1446,tt0048356,Delbert Mann
1447,tt0055614,Jerome Robbins
1448,tt0055614,Robert Wise
1449,tt0057590,Tony Richardson
1450,tt0060665,Fred Zinnemann
1451,tt0061811,Norman Jewison
1452,tt0063385,Carol Reed
1453,tt0064665,John Schlesinger
1454,tt0067116,William Friedkin
1455,tt0075148,John G. Avildsen
1456,tt0079417,Robert Benton
1457,tt0081283,Robert Redford
1458,tt0082158,Hugh Hudson
1459,tt0086425,James L. Brooks
1460,tt0089755,Sydney Pollack
1461,tt0093389,Bernardo Bertolucci
1462,tt0095953,Barry Levinson
1463,tt0097239,Bruce Beresford
1464,tt0065063,Woody Allen
1465,tt0067309,Alan J. Pakula
1466,tt0087995,Alex Cox
1467,tt0100142,Whit Stillman
1468,tt0091369,Jim Henson
1469,tt0088847,John Hughes
1470,tt0089686,Jack Sholder
1471,tt0093629,Chuck Russell
1472,tt0095742,Renny Harlin
1473,tt0097981,Stephen Hopkins
1474,tt0101917,Rachel Talalay
1475,tt0080761,Sean S. Cunningham
1476,tt0082418,Steve Miner
1477,tt0083972,Steve Miner
1478,tt0087298,Joseph Zito
1479,tt0089173,Danny Steinmann
1480,tt0091080,Tom McLoughlin
1481,tt0095179,John Carl Buechler
1482,tt0097388,Rob Hedden
1483,tt0077651,John Carpenter
1484,tt0082495,Rick Rosenthal
1485,tt0085636,Tommy Lee Wallace
1486,tt0095271,Dwight H. Little
1487,tt0097474,Dominique Othenin-Girard
1488,tt0081383,Paul Lynch
1489,tt0105179,Clay Borris
1490,tt0094862,Tom Holland
1491,tt0099253,John Lafia
1492,tt0103956,Jack Bender
1493,tt0084516,Tobe Hooper
1494,tt0091778,Brian Gibson
1495,tt0095889,Gary Sherman
1496,tt0070047,William Friedkin
1497,tt0076009,John Boorman
1498,tt0076009,Rospo Pallenberg
1499,tt0099528,William Peter Blatty
1500,tt0093409,Richard Donner
1501,tt0097733,Richard Donner
1502,tt0104714,Richard Donner
1503,tt0087363,Joe Dante
1504,tt0099700,Joe Dante
1505,tt0099700,Chuck Jones
1506,tt0089218,Richard Donner
1507,tt0120746,Martin Campbell
1508,tt0119910,Theresa Connelly
1509,tt0117898,Michael Oblowitz
1510,tt0070723,Richard Fleischer
1511,tt0017136,Fritz Lang
1512,tt0096874,Robert Zemeckis
1513,tt0099088,Robert Zemeckis
1514,tt0069113,Ronald Neame
1515,tt0076054,Gary Nelson
1516,tt0054594,Robert Stevenson
1517,tt0078790,Vincent McEveety
1518,tt0054649,Jack Donohue
1519,tt0034492,James Algar
1520,tt0034492,Samuel Armstrong
1521,tt0034492,David Hand
1522,tt0034492,Graham Heid
1523,tt0034492,Bill Roberts
1524,tt0034492,Paul Satterfield
1525,tt0034492,Norman Wright
1526,tt0034492,Arthur Davis
1527,tt0034492,Clyde Geronimi
1528,tt0047478,Akira Kurosawa
1529,tt0094947,Stephen Frears
1530,tt0087182,David Lynch
1531,tt0095497,Martin Scorsese
1532,tt0099674,Francis Ford Coppola
1533,tt0102757,Michael Tolkin
1534,tt0119558,Adrian Lyne
1535,tt0134619,David Nutter
1536,tt0120741,Jim Abrahams
1537,tt0120815,Steven Spielberg
1538,tt0066811,Robert Butler
1539,tt0088814,Ted Berman
1540,tt0088814,Richard Rich
1541,tt0078869,Gary Nelson
1542,tt0062737,Robert Stevenson
1543,tt0109287,Rupert Wainwright
1544,tt0075807,Norman Tokar
1545,tt0077305,Norman Tokar
1546,tt0065566,Robert Butler
1547,tt0082199,Charles Jarrott
1548,tt0109520,Sam Weisman
1549,tt0052722,Robert Stevenson
1550,tt0082263,Steven Hilliard Stern
1551,tt0091059,Randal Kleiser
1552,tt0091149,Ron Clements
1553,tt0091149,Burny Mattinson
1554,tt0091149,David Michener
1555,tt0091149,John Musker
1556,tt0080861,Vincent McEveety
1557,tt0076137,Vincent McEveety
1558,tt0107120,Kenny Ortega
1559,tt0104437,Randal Kleiser
1560,tt0097523,Joe Johnston
1561,tt0077698,Robert Butler
1562,tt0056095,Robert Stevenson
1563,tt0057180,Fletcher Markle
1564,tt0120768,F. Gary Gray
1565,tt0120783,Nancy Meyers
1566,tt0131857,David Zucker
1567,tt0098213,Michael Moore
1568,tt0089853,Woody Allen
1569,tt0039689,Jacques Tourneur
1570,tt0059113,David Lean
1571,tt0083922,Ingmar Bergman
1572,tt0090203,Peter Masterson
1573,tt0086423,Bruce Beresford
1574,tt0106273,Roger Spottiswoode
1575,tt0096734,Joe Dante
1576,tt0089126,Kevin Reynolds
1577,tt0071910,Liliana Cavani
1578,tt0082736,István Szabó
1579,tt0090756,David Lynch
1580,tt0089385,Jeremy Kagan
1581,tt0061852,Wolfgang Reitherman
1582,tt0048280,Clyde Geronimi
1583,tt0048280,Wilfred Jackson
1584,tt0048280,Hamilton Luske
1585,tt0048280,Jack Cutting
1586,tt0097757,Ron Clements
1587,tt0097757,John Musker
1588,tt0104868,Stephen Herek
1589,tt0104940,Brian Henson
1590,tt0104990,Kenny Ortega
1591,tt0055254,Clyde Geronimi
1592,tt0055254,Hamilton Luske
1593,tt0055254,Wolfgang Reitherman
1594,tt0046183,Clyde Geronimi
1595,tt0046183,Wilfred Jackson
1596,tt0046183,Hamilton Luske
1597,tt0046183,Jack Kinney
1598,tt0081353,Robert Altman
1599,tt0100477,Hendel Butoy
1600,tt0100477,Mike Gabriel
1601,tt0076618,John Lounsbery
1602,tt0076618,Wolfgang Reitherman
1603,tt0076618,Art Stevens
1604,tt0078158,John Hough
1605,tt0107952,Toby Shelton
1606,tt0107952,Tad Stones
1607,tt0107952,Alan Zaslove
1608,tt0089908,Walter Murch
1609,tt0102803,Joe Johnston
1610,tt0075200,Robert Stevenson
1611,tt0053285,Clyde Geronimi
1612,tt0053285,Les Clark
1613,tt0053285,Hamilton Luske
1614,tt0053285,Wolfgang Reitherman
1615,tt0086336,Jack Clayton
1616,tt0057518,Robert Stevenson
1617,tt0038969,Harve Foster
1618,tt0038969,Wilfred Jackson
1619,tt0088161,Ron Howard
1620,tt0019422,Ub Iwerks
1621,tt0019422,Walt Disney
1622,tt0111359,Jeremiah S. Chechik
1623,tt0084783,Tim Hunter
1624,tt0084827,Steven Lisberger
1625,tt0108265,Thomas Carter
1626,tt0120694,Steve Miner
1627,tt0102250,Mick Jackson
1628,tt0079367,Carl Reiner
1629,tt0083798,Carl Reiner
1630,tt0085894,Carl Reiner
1631,tt0101969,Lawrence Kasdan
1632,tt0086066,Francis Ford Coppola
1633,tt0087469,Steven Spielberg
1634,tt0077869,Ralph Bakshi
1635,tt0087803,Michael Radford
1636,tt0085407,David Cronenberg
1637,tt0091499,Stephen King
1638,tt0107665,Fraser C. Heston
1639,tt0085382,Lewis Teague
1640,tt0087050,Fritz Kiersch
1641,tt0096787,Don Bluth
1642,tt0096787,Gary Goldman(co-director)
1643,tt0096787,Dan Kuenster(co-director)
